ayah	i	form
2:61	12	3ab176e8c7af
2:61	13	8ece772093fa
2:61	14	361734913334
2:61	15	058a4b6b3c2e
2:61	16	1f6fa6f69d18
2:61	17	9fc94568ef6e
2:61	18	b38ce30a7f8a
2:61	19	21a674aa7b94
2:61	20	e0f5d4678e5f
2:61	21	667d688a1477
2:61	22	c72ebae0cdfd
2:61	23	b4fd42fc3cf2
2:61	24	f5ed6bc9de4a
2:61	25	1e0100d27740
2:61	26	bb5d7b397239
2:61	27	e144a1aead25
2:61	28	1e0100d27740
2:61	29	4c0bdade3dbc
2:61	30	5047f4fa6b48
2:61	31	350119fb5ea5
2:61	32	a6797f4a6d14
2:61	33	6ada4abc64c0
2:61	34	6626b3126926
2:61	35	268a26c1604d
2:61	36	bac0448a2393
2:61	37	1ad6a0e52b19
2:61	38	94d7d6fccece
2:61	39	b3c9afdfde46
2:61	40	55f7edaa4b54
2:61	41	4a5e8378335e
2:61	42	1f6fa6f69d18
2:61	43	bdd1703602e8
2:61	44	eca7a2542fd8
2:61	45	21ac8595c425
2:61	46	611208b06f07
2:61	47	7f3eee39b991
2:61	48	97f43d9c936c
2:61	49	bdd1703602e8
2:61	50	3c9a46d635fa
2:61	51	7fe38ee8111a
2:61	52	fd7422cbb4f6
2:61	53	fbe80e18d6c1
2:61	54	eca7a2542fd8
2:61	55	4349adf5ff99
2:61	56	82f2fb9140b1
2:61	57	67fe8614de97
2:61	58	36f4ebadf3e3
2:62	0	8615887af64c
2:62	1	3598368645fe
2:62	2	51a30cde8bf9
2:62	3	6a9741d5e788
2:62	4	07af1b99f14e
2:62	5	e2d608e875a3
2:62	6	a9458033c935
2:62	7	48b676e2b107
2:62	8	841e6ab3f5fe
2:62	9	86776a179605
2:62	10	a63f9d4e3005
2:62	11	e17e5ddfefdd
2:62	12	a67b42e987cf
2:62	13	9b6ea9626795
2:62	14	a6d3a9752b2d
2:62	15	a05e0abe5001
2:62	16	0dc013288d43
2:62	17	e7a945f30426
2:62	18	25c0771c31a7
2:62	19	c26deeb7f71f
2:62	20	1ad6a0e52b19
2:62	21	25c0771c31a7
2:62	22	04fb78ddc42e
2:62	23	84be4e015d69
2:63	0	c8f7fab0d5cb
2:63	1	d21c8a29480b
2:63	2	22232133b928
2:63	3	f1043bc16e2f
2:63	4	e8a9c2bcbc85
2:63	5	8a55fc6c2734
2:63	6	5e174799fd9e
2:63	7	6626b3126926
2:63	8	a8edbdcca81b
2:63	9	b292ffa9a52d
2:63	10	c012766fd2b3
2:63	11	6626b3126926
2:63	12	3fb751e365b0
2:63	13	a8fe53239990
2:63	14	1fd1e2b4ccab
2:64	0	261ec19d7b09
2:64	1	aaa09d4a1f6c
2:64	2	1f6fa6f69d18
2:64	3	1efd587f9e2a
2:64	4	eca7a2542fd8
2:64	5	3fe91c23e928
2:64	6	529cf4cf3725
2:64	7	bdd1703602e8
2:64	8	f7bbdd123b15
2:64	9	346c484d772c
2:64	10	fd7053eac150
2:64	11	1f6fa6f69d18
2:64	12	8fb088ae2dba
2:65	0	d7cafa06440f
2:65	1	50e6c24508c9
2:65	2	3598368645fe
2:65	3	e74931d7ddd6
2:65	4	a36a5be07ac6
2:65	5	f04ae4c55ba7
2:65	6	a799a0e9733f
2:65	7	2216e85ea897
2:65	8	65fdf4b51d57
2:65	9	1dba0ddee020
2:65	10	483639b269c3
2:65	11	c409d6c540dc
2:66	0	5c29a1c738cc
2:66	1	a854aa937ed8
2:66	2	35da6f67e0f8
2:66	3	48c37ed8c51c
2:66	4	069316eb3a41
2:66	5	dc7bc45b3732
2:66	6	e5ef21088c64
2:66	7	2775e070eac4
2:66	8	3fc33aa39743
2:67	0	c8f7fab0d5cb
2:67	1	c72ebae0cdfd
2:67	2	675dd8d8a9d4
2:67	3	8085757b07ae
2:67	4	8615887af64c
2:67	5	bdd1703602e8
2:67	6	6cb0c8582fdd
2:67	7	d33797a0be0a
2:67	8	d298cfb7f3a1
2:67	9	0407d7a2edb6
2:67	10	f63c9bd1e605
2:67	11	a75f45bb052a
2:67	12	700a654a82dc
2:67	13	c72ebae0cdfd
2:67	14	999b00e29c2b
2:67	15	86776a179605
2:67	16	d33797a0be0a
2:67	17	64e103a90b68
2:67	18	1f6fa6f69d18
2:67	19	b33ed12114db
2:68	0	f63c9bd1e605
2:68	1	116291c30041
2:68	2	3ab176e8c7af
2:68	3	19a99d32cddd
2:68	4	de15dcf0d5e2
2:68	5	3ab176e8c7af
2:68	6	6626b3126926
2:68	7	aa3ad13bdcdb
2:68	8	c72ebae0cdfd
2:68	9	692859ebec08
2:68	10	b2e5e485a4c3
2:68	11	33182510ed05
2:68	12	fe6a0652105d
2:68	13	4efa12758d87
2:68	14	5b2dd8bc60a1
2:68	15	25c0771c31a7
2:68	16	4ef4ffbc4b72
2:68	17	38a0091337a1
2:68	18	48c37ed8c51c
2:68	19	eca7a2542fd8
2:68	20	aaab36ddfae6
2:68	21	6626b3126926
2:68	22	366770e4c6a8
2:69	0	f63c9bd1e605
2:69	1	116291c30041
2:69	2	3ab176e8c7af
2:69	3	19a99d32cddd
2:69	4	de15dcf0d5e2
2:69	5	3ab176e8c7af
2:69	6	6626b3126926
2:69	7	aa78052d0fdd
2:69	8	c72ebae0cdfd
2:69	9	692859ebec08
2:69	10	b2e5e485a4c3
2:69	11	33182510ed05
2:69	12	fe6a0652105d
2:69	13	0d874d904bc7
2:69	14	18e5e33931cb
2:69	15	aa78052d0fdd
2:69	16	672b290ae123
2:69	17	b0971b3a3a6a
2:70	0	f63c9bd1e605
2:70	1	116291c30041
2:70	2	3ab176e8c7af
2:70	3	19a99d32cddd
2:70	4	de15dcf0d5e2
2:70	5	3ab176e8c7af
2:70	6	6626b3126926
2:70	7	aa3ad13bdcdb
2:70	8	8615887af64c
2:70	9	1a9255e5930a
2:70	10	fefa948b4d1d
2:70	11	cd2fc14a1a2e
2:70	12	bd7ec3f248ee
2:70	13	40621bb136c7
2:70	14	951a712a40a1
2:70	15	bdd1703602e8
2:70	16	614c8858ed1a
2:71	0	c72ebae0cdfd
2:71	1	692859ebec08
2:71	2	b2e5e485a4c3
2:71	3	33182510ed05
2:71	4	fe6a0652105d
2:71	5	4efa12758d87
2:71	6	b9e6d7011d0c
2:71	7	60972052bb16
2:71	8	058a4b6b3c2e
2:71	9	25c0771c31a7
2:71	10	6d4c8e8633f4
2:71	11	2b3aa636a23e
2:71	12	25b701138133
2:71	13	4efa12758d87
2:71	14	797c8bb51ddd
2:71	15	5140436a5adf
2:71	16	f63c9bd1e605
2:71	17	c8d974df192c
2:71	18	a6bc4a3b9556
2:71	19	dd7e3d03ab5e
2:71	20	320c0716213e
2:71	21	dc7bc45b3732
2:71	22	9664dd71dbda
2:71	23	3e64d49d7c0f
2:72	0	c8f7fab0d5cb
2:72	1	20aac98ba12d
2:72	2	dfb11c1e2a22
2:72	3	4f6ee1564a41
2:72	4	5140436a5adf
2:72	5	a2362d746e02
2:72	6	4283618e4fe7
2:72	7	6626b3126926
2:72	8	e4d7fe9304cd
2:72	9	c7614e7e7dc2
2:73	0	2216e85ea897
2:73	1	54dab806de96
2:73	2	bf2f7118bf4d
2:73	3	e25dbcb65699
2:73	4	7264e8816d34
2:73	5	bdd1703602e8
2:73	6	0a6698e43d17
2:73	7	fc380b2a3ca7
2:73	8	0af909acff7b
2:73	9	a8fe53239990
2:73	10	c8639db95182
2:74	0	261ec19d7b09
2:74	1	5de7f5b1f7f3
2:74	2	fee8f40e1852
2:74	3	1f6fa6f69d18
2:74	4	1efd587f9e2a
2:74	5	eca7a2542fd8
2:74	6	9d6f4786651e
2:74	7	2e4a698b56c5
2:74	8	4e47b28234f3
2:74	9	cf5ad2bf24d3
2:74	10	13571c504ff7
2:74	11	b7ab8f2b6301
2:74	12	1f6fa6f69d18
2:74	13	46298a98bfc7
2:74	14	83c169b314df
2:74	15	bada3cc25854
2:74	16	be9688998f08
2:74	17	900812e3518d
2:74	18	b7ab8f2b6301
2:74	19	331b74ac1f90
2:74	20	83c169b314df
2:74	21	793dd11dd113
2:74	22	858ae37cc34f
2:74	23	be9688998f08
2:74	24	40d06dc3fc74
2:74	25	b7ab8f2b6301
2:74	26	331b74ac1f90
2:74	27	83c169b314df
2:74	28	7c417ba75aca
2:74	29	1f6fa6f69d18
2:74	30	6b49ee56cb4c
2:74	31	bdd1703602e8
2:74	32	dc7bc45b3732
2:74	33	bdd1703602e8
2:74	34	9010a55a0fda
2:74	35	5e0db08003d5
2:74	36	d66bb632b717
2:75	0	88b6fece2467
2:75	1	d33797a0be0a
2:75	2	966b571c7fe8
2:75	3	6ada4abc64c0
2:75	4	8ab3e2c1ce5e
2:75	5	5d1c433a4233
2:75	6	743dc229aa45
2:75	7	3b754ecefea0
2:75	8	ba0f17e74234
2:75	9	a36b95fd2491
2:75	10	bdd1703602e8
2:75	11	261ec19d7b09
2:75	12	9935011b4ead
2:75	13	1f6fa6f69d18
2:75	14	1efd587f9e2a
2:75	15	6626b3126926
2:75	16	3e993566b77e
2:75	17	91e65f4dd9c7
2:75	18	dfb2253c576e
2:76	0	d09777d5a187
2:76	1	7884c8356872
2:76	2	3598368645fe
2:76	3	51a30cde8bf9
2:76	4	f63c9bd1e605
2:76	5	80e917c865c4
2:76	6	d09777d5a187
2:76	7	848b50c45204
2:76	8	0ccfc46b6176
2:76	9	4c2c90f1dbe4
2:76	10	b7024c2efc21
2:76	11	f63c9bd1e605
2:76	12	cad40ddd6536
2:76	13	4349adf5ff99
2:76	14	d514257ed86a
2:76	15	bdd1703602e8
2:76	16	f7bbdd123b15
2:76	17	979515a31fda
2:76	18	a2808a968882
2:76	19	0dc013288d43
2:76	20	b20d017dd628
2:76	21	77e0dd5ff0f5
2:76	22	c8639db95182
2:77	0	4859875ac96b
2:77	1	dfb2253c576e
2:77	2	da90c5f145e9
2:77	3	bdd1703602e8
2:77	4	7a127629b61a
2:77	5	6626b3126926
2:77	6	399c20a711b6
2:77	7	dc7bc45b3732
2:77	8	0cfa491b1367
2:78	0	3501fad7da8f
2:78	1	053d271ce82e
2:78	2	4efa12758d87
2:78	3	dfb2253c576e
2:78	4	efdae7094530
2:78	5	02eed23dee80
2:78	6	e2a48d7e99fc
2:78	7	225a4ff9222a
2:78	8	04fb78ddc42e
2:78	9	02eed23dee80
2:78	10	f97afbcc3ba7
2:79	0	c088ccdd9497
2:79	1	d48a9b392bcc
2:79	2	bd98696de625
2:79	3	efdae7094530
2:79	4	c96ffc7523ff
2:79	5	261ec19d7b09
2:79	6	dc8e6a2dd63c
2:79	7	304e876ce306
2:79	8	1f6fa6f69d18
2:79	9	0dc013288d43
2:79	10	bdd1703602e8
2:79	11	ec31996f72a4
2:79	12	a2808a968882
2:79	13	a4738ba12b13
2:79	14	cf5fe4d63bf0
2:79	15	c088ccdd9497
2:79	16	65fdf4b51d57
2:79	17	8ece772093fa
2:79	18	e94178670d29
2:79	19	9c020bef3428
2:79	20	15508a4585f3
2:79	21	65fdf4b51d57
2:79	22	8ece772093fa
2:79	23	ac189181709e
2:80	0	4b71e1b23e2e
2:80	1	094a367b0262
2:80	2	f36159a02e45
2:80	3	3b39896ee180
2:80	4	02eed23dee80
2:80	5	af0f57c9af4b
2:80	6	47fade01e89a
2:80	7	7738c6d37373
2:80	8	e0331d3080a9
2:80	9	0dc013288d43
2:80	10	bdd1703602e8
2:80	11	08090c6664dc
2:80	12	1f6c13da7f19
2:80	13	dcafe81f8032
2:80	14	bdd1703602e8
2:80	15	c364ef1aeee5
2:80	16	7aa7270c9b26
2:80	17	30eb290088d3
2:80	18	86a672517894
2:80	19	bdd1703602e8
2:80	20	6626b3126926
2:80	21	4efa12758d87
2:80	22	45e4791a2679
2:81	0	f0cc4d80427e
2:81	1	48b676e2b107
2:81	2	9844acbcc3ae
2:81	3	50a3d9cc5fbd
2:81	4	50061b3857d3
2:81	5	a2808a968882
2:81	6	63ece7e3014e
2:81	7	ac68fc2740ae
2:81	8	c87ae5ac5021
2:81	9	3b39896ee180
2:81	10	04fb78ddc42e
2:81	11	5140436a5adf
2:81	12	341a8a2ea11e
2:82	0	6a9741d5e788
2:82	1	51a30cde8bf9
2:82	2	2e5597c6e2ca
2:82	3	8dddb0697675
2:82	4	28517a7695ee
2:82	5	c87ae5ac5021
2:82	6	70e7ee36f585
2:82	7	04fb78ddc42e
2:82	8	5140436a5adf
2:82	9	341a8a2ea11e
2:83	0	c8f7fab0d5cb
2:83	1	d21c8a29480b
2:83	2	8f70418db565
2:83	3	915d11926ca0
2:83	4	16049efd0f41
2:83	5	4efa12758d87
2:83	6	97d4d7bcfddc
2:83	7	02eed23dee80
2:83	8	bdd1703602e8
2:83	9	131e6674734d
2:83	10	79d085a02ead
2:83	11	d1109848f1c5
2:83	12	8fa6e41b7de9
2:83	13	5b6ba77d9638
2:83	14	b4f762b540fc
2:83	15	b0eeac6133d7
2:83	16	d207228b57dc
2:83	17	cba9f9a027cc
2:83	18	9bc326f53348
2:83	19	533872a87fbf
2:83	20	7dce87cb3753
2:83	21	b4470bb953b1
2:83	22	261ec19d7b09
2:83	23	aaa09d4a1f6c
2:83	24	02eed23dee80
2:83	25	cf5fe4d63bf0
2:83	26	a36a5be07ac6
2:83	27	358ee6ac38f7
2:83	28	6d8b873e7b58
2:84	0	c8f7fab0d5cb
2:84	1	d21c8a29480b
2:84	2	22232133b928
2:84	3	4efa12758d87
2:84	4	63d1112c8284
2:84	5	90c874e716f8
2:84	6	25c0771c31a7
2:84	7	a536506d0695
2:84	8	32ac1aaa4d42
2:84	9	1f6fa6f69d18
2:84	10	9fb43314f7b7
2:84	11	261ec19d7b09
2:84	12	74dd3775772d
2:84	13	358ee6ac38f7
2:84	14	fdc7cf8764ef
2:85	0	261ec19d7b09
2:85	1	8ff9e82827b8
2:85	2	9f81c0ca63d4
2:85	3	a67b2125d426
2:85	4	32ac1aaa4d42
2:85	5	fd3f94fa2bae
2:85	6	c51d987b22cd
2:85	7	a36a5be07ac6
2:85	8	1f6fa6f69d18
2:85	9	a60e56a00e4e
2:85	10	779766634218
2:85	11	1ad6a0e52b19
2:85	12	b4a8ceb31f5e
2:85	13	5fc329c272f6
2:85	14	225a4ff9222a
2:85	15	74378ff11b94
2:85	16	ad8d2b242689
2:85	17	b60e52154401
2:85	18	ddb8043671ca
2:85	19	d7b419b58ec2
2:85	20	f7bbdd123b15
2:85	21	0e7da932c950
2:85	22	b45672c12749
2:85	23	ea2655ae7803
2:85	24	efdae7094530
2:85	25	ca93847b110d
2:85	26	ea2655ae7803
2:85	27	b27e408512e6
2:85	28	7a6db96c523a
2:85	29	48b676e2b107
2:85	30	ad0f0f91466c
2:85	31	eca7a2542fd8
2:85	32	a36a5be07ac6
2:85	33	02eed23dee80
2:85	34	cbe1f02be8c5
2:85	35	f04ae4c55ba7
2:85	36	38eade2fd990
2:85	37	fb775019c5ae
2:85	38	2610afba093c
2:85	39	62c6796e9f22
2:85	40	4dfb9c4a7d06
2:85	41	4c2c90f1dbe4
2:85	42	cf5ad2bf24d3
2:85	43	a9549f2c3467
2:85	44	dc7bc45b3732
2:85	45	bdd1703602e8
2:85	46	9010a55a0fda
2:85	47	5e0db08003d5
2:85	48	d66bb632b717
2:86	0	28517a7695ee
2:86	1	3598368645fe
2:86	2	8dbc2b438f62
2:86	3	38eade2fd990
2:86	4	fb775019c5ae
2:86	5	2c2bbcd1eaa2
2:86	6	8a259f5c347b
2:86	7	64adb7925f6a
2:86	8	277ef487e6d4
2:86	9	a9549f2c3467
2:86	10	25c0771c31a7
2:86	11	04fb78ddc42e
2:86	12	e499c7af8650
2:87	0	d7cafa06440f
2:87	1	1903387b61bc
2:87	2	675dd8d8a9d4
2:87	3	efdae7094530
2:87	4	b619128bdfdf
2:87	5	1f6fa6f69d18
2:87	6	f8382b7abfab
2:87	7	ab8e7f647150
2:87	8	0ad7200be1dd
2:87	9	a4fba0ebc2d4
2:87	10	148d28a423db
2:87	11	2563b155e501
2:87	12	747fa158b1d5
2:87	13	e5f6a8fd35a4
2:87	14	5be14d405255
2:87	15	ee4280191c45
2:87	16	b70ca4d2512e
2:87	17	ab8dcdc57fda
2:87	18	adff21a54d66
2:87	19	4349adf5ff99
2:87	20	4efa12758d87
2:87	21	f4e33ba3c514
2:87	22	a5fa6bf95860
2:87	23	dd342f296ee0
2:87	24	19f4a34d8ced
2:87	25	e6728a40ec18
2:87	26	b99bd75fc292
2:87	27	a67b2125d426
2:88	0	4b71e1b23e2e
2:88	1	66fa2730ea17
2:88	2	fa92a2a2787a
2:88	3	1b5a6f8f2aba
2:88	4	f3b1150c8f77
2:88	5	bdd1703602e8
2:88	6	c4d9f2e42f64
2:88	7	6a07fb1c8852
2:88	8	6626b3126926
2:88	9	5c08ac76759d
2:89	0	003240671c6b
2:89	1	b1f9286ed2fb
2:89	2	6cc13e021014
2:89	3	1f6fa6f69d18
2:89	4	0dc013288d43
2:89	5	bdd1703602e8
2:89	6	22276491d325
2:89	7	35da6f67e0f8
2:89	8	a3fe2c5fa3fc
2:89	9	67fe8614de97
2:89	10	1f6fa6f69d18
2:89	11	87558f6e8509
2:89	12	2c79ff801d9a
2:89	13	86a672517894
2:89	14	3598368645fe
2:89	15	1dd630d78ef2
2:89	16	88cd49985501
2:89	17	b1f9286ed2fb
2:89	18	6626b3126926
2:89	19	4d66ae7849ae
2:89	20	1dd630d78ef2
2:89	21	a2808a968882
2:89	22	a425aec61b50
2:89	23	bdd1703602e8
2:89	24	86a672517894
2:89	25	472e79a39a68
2:90	0	79ee6030a99a
2:90	1	8dbc2b438f62
2:90	2	a2808a968882
2:90	3	da2f001aed1d
2:90	4	d33797a0be0a
2:90	5	9a1dbd4ecad2
2:90	6	4349adf5ff99
2:90	7	0bbef8803b6b
2:90	8	bdd1703602e8
2:90	9	095b998973e4
2:90	10	d33797a0be0a
2:90	11	0162dc418538
2:90	12	bdd1703602e8
2:90	13	1f6fa6f69d18
2:90	14	12c83785dfbc
2:90	15	86a672517894
2:90	16	48b676e2b107
2:90	17	cb3c05b679ff
2:90	18	1f6fa6f69d18
2:90	19	e316788cd9a0
2:90	20	c8947a863409
2:90	21	4a5e8378335e
2:90	22	86a672517894
2:90	23	9668a4acfa18
2:90	24	b4f3d83d4c43
2:90	25	a94b3edbfb63
2:90	26	25479f50b5a9
2:91	0	d09777d5a187
2:91	1	943be6da1a7b
2:91	2	65fdf4b51d57
2:91	3	0c2b588e2c14
2:91	4	4349adf5ff99
2:91	5	0bbef8803b6b
2:91	6	bdd1703602e8
2:91	7	f63c9bd1e605
2:91	8	c5981d6ab94b
2:91	9	4349adf5ff99
2:91	10	2ae9c4449d8f
2:91	11	cd2fc14a1a2e
2:91	12	bba5d7d745e5
2:91	13	4349adf5ff99
2:91	14	3ccc62b146fd
2:91	15	ddb8043671ca
2:91	16	fbe80e18d6c1
2:91	17	1c8b2cc5ecb2
2:91	18	35da6f67e0f8
2:91	19	a3fe2c5fa3fc
2:91	20	7738c6d37373
2:91	21	8524b812f380
2:91	22	a67b2125d426
2:91	23	61a165c11fc0
2:91	24	bdd1703602e8
2:91	25	1f6fa6f69d18
2:91	26	87558f6e8509
2:91	27	40621bb136c7
2:91	28	e4d7fe9304cd
2:91	29	7dfa55200ee4
2:92	0	d7cafa06440f
2:92	1	ab8dcdc57fda
2:92	2	675dd8d8a9d4
2:92	3	9d4be7a327fe
2:92	4	261ec19d7b09
2:92	5	364c95eb635f
2:92	6	2e0c61e31d93
2:92	7	1f6fa6f69d18
2:92	8	f8382b7abfab
2:92	9	358ee6ac38f7
2:92	10	7617501c085c
2:93	0	c8f7fab0d5cb
2:93	1	d21c8a29480b
2:93	2	22232133b928
2:93	3	f1043bc16e2f
2:93	4	e8a9c2bcbc85
2:93	5	8a55fc6c2734
2:93	6	5e174799fd9e
2:93	7	6626b3126926
2:93	8	a8edbdcca81b
2:93	9	b292ffa9a52d
2:93	10	b149c63853ab
2:93	11	f63c9bd1e605
2:93	12	2c029237327d
2:93	13	4d03f351fdb4
2:93	14	433c721e7291
2:93	15	f04ae4c55ba7
2:93	16	a7a46069f216
2:93	17	2e0c61e31d93
2:93	18	c4d9f2e42f64
2:93	19	7738c6d37373
2:93	20	79ee6030a99a
2:93	21	6cb0c8582fdd
2:93	22	a2808a968882
2:93	23	8d64b08a8196
2:93	24	40621bb136c7
2:93	25	e4d7fe9304cd
2:93	26	7dfa55200ee4
2:94	0	7738c6d37373
2:94	1	40621bb136c7
2:94	2	639d1c9583e7
2:94	3	6ada4abc64c0
2:94	4	7f44cdf39381
2:94	5	00fd12c30017
2:94	6	0dc013288d43
2:94	7	bdd1703602e8
2:94	8	3a26f52a48bc
2:94	9	1f6fa6f69d18
2:94	10	d9530dcac26b
2:94	11	e74abd7f7e0f
2:94	12	152bd1237a4e
2:94	13	0f0bd3b16da3
2:94	14	40621bb136c7
2:94	15	e4d7fe9304cd
2:94	16	34e74cbc201f
2:95	0	4e196bd9d060
2:95	1	9c86682ae279
2:95	2	a456fd170d16
2:95	3	4349adf5ff99
2:95	4	c1cbc7137860
2:95	5	9c020bef3428
2:95	6	a2362d746e02
2:95	7	da3720586b8c
2:95	8	c7acdb935d06
2:96	0	feea0aa8b9f9
2:96	1	da01802ccda1
2:96	2	e74abd7f7e0f
2:96	3	86a672517894
2:96	4	be4b199e88b3
2:96	5	a55cd7049cab
2:96	6	3598368645fe
2:96	7	6a4d2340eae8
2:96	8	efcc461c5307
2:96	9	339f986d27f9
2:96	10	8f1f74adf658
2:96	11	6cc85019b8b8
2:96	12	45bc77f37d7b
2:96	13	dfe9aec5eff7
2:96	14	dc7bc45b3732
2:96	15	1e0100d27740
2:96	16	dcc8b7d8a539
2:96	17	1f6fa6f69d18
2:96	18	a9549f2c3467
2:96	19	d33797a0be0a
2:96	20	6cc85019b8b8
2:96	21	a2362d746e02
2:96	22	cbb89e2a8a3a
2:96	23	4349adf5ff99
2:96	24	2f0a20531eef
2:97	0	7738c6d37373
2:97	1	48b676e2b107
2:97	2	5d1c433a4233
2:97	3	98583c7056a1
2:97	4	f5220406a0a5
2:97	5	d45a260d72b8
2:97	6	557a679f9b26
2:97	7	86a672517894
2:97	8	905c73eddbde
2:97	9	10dafcdf76f6
2:97	10	bdd1703602e8
2:97	11	1c8b2cc5ecb2
2:97	12	35da6f67e0f8
2:97	13	48c37ed8c51c
2:97	14	e0d3e363d9ca
2:97	15	85d5a8b35eec
2:97	16	3858444c5219
2:97	17	4a8a162ee8d3
2:98	0	48b676e2b107
2:98	1	5d1c433a4233
2:98	2	98583c7056a1
2:98	3	153a81e1f94a
2:98	4	e635efe2e64b
2:98	5	9875652f9dd7
2:98	6	a613d206e3e5
2:98	7	9b645b99801c
2:98	8	a6797f4a6d14
2:98	9	bdd1703602e8
2:98	10	53d17c46c29d
2:98	11	b5f8d3c6025d
2:99	0	d7cafa06440f
2:99	1	9aa6f2071218
2:99	2	656c570374a8
2:99	3	a50d9a9d5ec0
2:99	4	235e6ddfff95
2:99	5	dc7bc45b3732
2:99	6	656f214814a1
2:99	7	c46a06564a03
2:99	8	02eed23dee80
2:99	9	64b7e1eecfd9
2:100	0	92714edc2412
2:100	1	41a2f2bd735e
2:100	2	08090c6664dc
2:100	3	123dd9b80e2d
2:100	4	743dc229aa45
2:100	5	3b754ecefea0
2:100	6	1b5a6f8f2aba
2:100	7	f8e6e9fa254d
2:100	8	4efa12758d87
2:100	9	5c08ac76759d
2:101	0	003240671c6b
2:101	1	b1f9286ed2fb
2:101	2	adff21a54d66
2:101	3	1f6fa6f69d18
2:101	4	0dc013288d43
2:101	5	bdd1703602e8
2:101	6	22276491d325
2:101	7	35da6f67e0f8
2:101	8	a3fe2c5fa3fc
2:101	9	ee4fec19df2b
2:101	10	743dc229aa45
2:101	11	1f6fa6f69d18
2:101	12	3598368645fe
2:101	13	f1e81a7c1863
2:101	14	efdae7094530
2:101	15	6cc13e021014
2:101	16	bdd1703602e8
2:101	17	8287b32d9751
2:101	18	24358a1992f1
2:101	19	92926577b398
2:101	20	4efa12758d87
2:101	21	dfb2253c576e
2:102	0	d9ad3347e528
2:102	1	6626b3126926
2:102	2	272660d0cec7
2:102	3	3f5f2b5bdc59
2:102	4	86a672517894
2:102	5	1d88a35eb218
2:102	6	7cf594024310
2:102	7	dc7bc45b3732
2:102	8	f65ccae3f117
2:102	9	7cf594024310
2:102	10	6849ef2d7fda
2:102	11	3f5f2b5bdc59
2:102	12	1dd630d78ef2
2:102	13	de61d09aef4e
2:102	14	e74abd7f7e0f
2:102	15	5e984935fefa
2:102	16	dc7bc45b3732
2:102	17	2ae9c4449d8f
2:102	18	86a672517894
2:102	19	1820a61bc24a
2:102	20	d4a7a99840f7
2:102	21	460c8318e431
2:102	22	9f0c73328973
2:102	23	dc7bc45b3732
2:102	24	eeba38db0c6e
2:102	25	1f6fa6f69d18
2:102	26	743f7deabdd3
2:102	27	1fbaa8be8954
2:102	28	42153ad1bc08
2:102	29	dc4910de33c8
2:102	30	9b9b4d1ac431
2:102	31	5ce252f50de4
2:102	32	8a259f5c347b
2:102	33	d5b929dab13c
2:102	34	a8e7e791ecfa
2:102	35	ced4781e1c53
2:102	36	6626b3126926
2:102	37	e3366e4ee56c
2:102	38	a2808a968882
2:102	39	48c37ed8c51c
2:102	40	8057c40d6ad5
2:102	41	a054237a0d46
2:102	42	dc7bc45b3732
2:102	43	04fb78ddc42e
2:102	44	674e812a5af3
2:102	45	a2808a968882
2:102	46	1f6fa6f69d18
2:102	47	743f7deabdd3
2:102	48	02eed23dee80
2:102	49	10dafcdf76f6
2:102	50	bdd1703602e8
2:102	51	4be6fbcfe7d7
2:102	52	6626b3126926
2:102	53	d211b021f31e
2:102	54	25c0771c31a7
2:102	55	4bd7e4874f92
2:102	56	d7cafa06440f
2:102	57	96588321e2f4
2:102	58	fce144e53afe
2:102	59	86340db66b40
2:102	60	6626b3126926
2:102	61	0fbd28d4d2bc
2:102	62	f04ae4c55ba7
2:102	63	00fd12c30017
2:102	64	1f6fa6f69d18
2:102	65	aa2acf2bb371
2:102	66	a558c23dce9e
2:102	67	6626b3126926
2:102	68	530f48237174
2:102	69	a2808a968882
2:102	70	da2f001aed1d
2:102	71	8f1f74adf658
2:102	72	611208b06f07
2:102	73	dfb2253c576e
2:103	0	81fe823481dc
2:103	1	0ea37a69ff11
2:103	2	51a30cde8bf9
2:103	3	0a8d19e683b2
2:103	4	822b7c56b6ce
2:103	5	1f6fa6f69d18
2:103	6	0dc013288d43
2:103	7	bdd1703602e8
2:103	8	4c0bdade3dbc
2:103	9	8f1f74adf658
2:103	10	611208b06f07
2:103	11	dfb2253c576e
2:104	0	49815fd40c50
2:104	1	3598368645fe
2:104	2	51a30cde8bf9
2:104	3	4efa12758d87
2:104	4	74cdf34cc6ff
2:104	5	06a751d1cad5
2:104	6	b0eeac6133d7
2:104	7	a69405d45db8
2:104	8	b149c63853ab
2:104	9	b4f3d83d4c43
2:104	10	a94b3edbfb63
2:104	11	ebf0547f2f6b
2:105	0	6626b3126926
2:105	1	efcc461c5307
2:105	2	3598368645fe
2:105	3	1dd630d78ef2
2:105	4	1f6fa6f69d18
2:105	5	593fbe6f4c75
2:105	6	efdae7094530
2:105	7	25c0771c31a7
2:105	8	8f7d46f3a439
2:105	9	d33797a0be0a
2:105	10	3adfd35a9bce
2:105	11	f7bbdd123b15
2:105	12	1f6fa6f69d18
2:105	13	4c0bdade3dbc
2:105	14	1f6fa6f69d18
2:105	15	b20d017dd628
2:105	16	a2362d746e02
2:105	17	33ec202d4305
2:105	18	973198c15ed7
2:105	19	48b676e2b107
2:105	20	cb3c05b679ff
2:105	21	a2362d746e02
2:105	22	d1aeeec16f68
2:105	23	360e051b676b
2:105	24	5ad2d187aad8
2:106	0	6626b3126926
